1,325,85,1
2,255,48,29
3,297,24,19
4,215,25,15
5,167,65,1
6,263,2,42
7,144,73,48
8,454,35,16
9,461,77,26
10,137,95,47
11,251,97,28
12,217,43,47
13,260,96,43
14,177,37,6
15,50,45,17
16,153,64,40
17,324,99,26
18,348,84,12
19,156,83,8
20,97,79,12
21,244,55,44
22,354,13,42
23,9,55,19
24,111,73,17
25,74,86,14
26,387,8,38
27,425,5,27
28,42,31,42
29,416,63,26
30,471,37,28
31,398,18,29
32,152,10,34
33,407,34,27
34,64,20,24
35,334,69,47
36,266,95,36
37,320,40,22
38,365,86,36
39,398,31,40
40,201,20,49
41,232,26,33
42,384,20,3
43,201,48,8
44,293,60,2
45,431,85,37
46,84,9,21
47,267,83,11
48,32,32,18
49,11,11,34
50,331,45,15
51,112,60,21
52,104,30,11
53,413,76,19
54,401,30,50
55,247,25,20
56,30,33,9
57,295,20,12
58,254,55,17
59,153,64,1
60,110,38,42
61,234,84,20
62,346,17,47
63,105,25,39
64,220,9,26
65,89,24,8
66,324,98,41
67,323,52,10
68,282,74,48
69,55,72,21
70,49,29,41
71,187,70,26
72,111,15,13
73,2,100,5
74,266,46,7
75,117,65,42
76,278,64,35
77,373,30,21
78,213,2,36
79,390,2,43
80,482,90,47
81,275,37,30
82,154,47,45
83,215,67,3
84,78,90,13
85,467,82,24
86,33,46,19
87,232,75,36
88,109,29,42
89,471,88,40
90,218,41,17
91,180,13,42
92,96,27,34
93,280,6,4
94,128,58,43
95,335,68,26
96,259,84,12
97,482,97,44
98,80,45,36
99,388,4,34
100,253,71,45
101,10,25,35
102,309,38,19
103,130,99,27
104,212,9,13
105,471,35,39
106,490,99,33
107,288,98,35
108,218,22,31
109,179,16,26
110,489,52,19
111,320,27,49
112,125,52,41
113,167,72,42
114,377,98,28
115,275,67,26
116,310,81,31
117,179,4,48
118,169,5,43
119,51,99,23
120,3,86,45
121,132,91,23
122,492,52,28
123,204,19,12
124,496,7,10
125,25,50,45
126,496,27,6
127,254,50,46
128,464,66,37
129,121,56,1
130,83,34,35
